OBJECTID,WHO_REGION,ISO_2_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,ISO_3_CODE,WHO_CODE,ADM3_ALTNA,ADM3_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM3_VIZ_N,ADM2_VIZ_N,ADM1_VIZ_N,GUID,ADM2_GUID,ADM1_GUID,ADM0_GUID,NOTES,GlobalID,Shape_Leng,Shape_Area
370,AFRO,GN,BOFOSSOU,MACENTA,N'ZEREKORE,GUINEA,GN001008004003000000,GN001008004000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.73606673000,8.68014047000,Bofossou,Macenta,N'zerekore,{3CA72DBB-0296-445E-92B1-0B8B57252769},{50356CF1-C47D-4369-B8B5-E4C203A09899},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{9BA9DDC8-5D73-4277-8658-95F8DEF077A0},0.66145181850,0.02302544776
371,AFRO,GN,BOLODOU,GUECKEDOU,N'ZEREKORE,GUINEA,GN001008002001000000,GN001008002000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.32678116000,8.81931700000,Bolodou,Gueckedou,N'zerekore,{37D2B02A-0812-4C24-A272-30645BA85FBF},{8FCC5814-B006-4621-9E07-D746142ED00D},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{E84AB1FE-CF49-43EC-89F3-85B2B3137C2E},0.90583962542,0.04294273335
372,AFRO,GN,BOOLA,BEYLA,N'ZEREKORE,GUINEA,GN001008001002000000,GN001008001000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.71261516000,8.40941638000,Boola,Beyla,N'zerekore,{3B02414F-9613-46ED-B07B-4787DF60FC50},{516C366D-1299-4AF3-BA22-96E9C19D3EE1},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{66CD8B58-EE88-483F-803B-67B4C3088F3E},1.58193800117,0.08490727427
373,AFRO,GN,BOSSOU,LOLA,N'ZEREKORE,GUINEA,GN001008003001000000,GN001008003000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.48914831000,7.64642230000,Bossou,Lola,N'zerekore,{A805BF58-191C-452B-98AF-02ABD793FB17},{DE27F008-A821-47E3-972F-5A5CDD128002},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{108A5594-807E-4F7B-B6BD-8C54C315D01A},0.52992908219,0.01729926959
374,AFRO,GN,BOULA,KANKAN,KANKAN,GUINEA,GN001004001003000000,GN001004001000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.41989115000,9.81374966000,Boula,Kankan,Kankan,{B770333F-BA6F-455B-A852-5EE3F54DAC1B},{6B598816-7B2E-4A23-82BC-A2FB71A01E39},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{A485FFC3-59B5-46F7-8E2A-72B2C765DBD5},2.70162669579,0.28766859103
375,AFRO,GN,DAMAKANIA,KINDIA,KINDIA,GUINEA,GN001005004002000000,GN001005004000000000,GN001005000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.95080778000,10.01764950000,Damakania,Kindia,Kindia,{2B787881-1F5A-4606-8973-738481E211E1},{A4EE52F5-14CF-455E-9083-098A531C05BC},{BBFD4A3D-C612-471F-BF12-72160A6E8997},{3740A605-5160-4F27-BD0D-D8F08466011A},,{0B1F808B-D98F-4F2D-A055-0F3477DD22ED},0.58832706660,0.01505132880
376,AFRO,GN,BOULIWEL,MAMOU,MAMOU,GUINEA,GN001007002001000000,GN001007002000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.21382102000,10.57736597000,Bouliwel,Mamou,Mamou,{75F06C38-7B1E-424C-9A69-52AB9EF302EA},{7F158D68-26AB-40BB-A7E8-ACACA46C512D},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},,{7AEDAC7E-C429-49EE-827B-013C5D1ACBE1},1.12565854394,0.04437717617
377,AFRO,GN,GARAMBE,LABE,LABE,GUINEA,GN001006002005000000,GN001006002000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.35924860000,11.28713108000,Garambe,Labe,Labe,{DA0FA4BA-9783-440B-8C52-953D7152D252},{FBC498FD-42BE-483E-AC92-5E3D411976AE},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{F1813D3E-C15A-4B9B-90B3-37C9C0291134},0.34224088472,0.00591238516
378,AFRO,GN,BOUNOUMA,N'ZEREKORE,N'ZEREKORE,GUINEA,GN001008005001000000,GN001008005000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.80978084000,7.59847368000,Bounouma,N'zerekore,N'zerekore,{EF748327-7967-48A4-971E-701013602344},{DE604D86-539C-4146-AC8A-6CF71FF7E8A4},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{D54F52B6-A924-4DCA-B1FC-E39805C94810},1.01261456617,0.04082504399
379,AFRO,GN,BOWE,YOMOU,N'ZEREKORE,GUINEA,GN001008006004000000,GN001008006000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.19347319000,7.77859320000,Bowe,Yomou,N'zerekore,{9F1234AC-4A75-43B3-B689-B94E8904F6B8},{24332CC8-9139-4B3D-9505-F3EB5F3F8B21},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{83ECBEF0-0D3D-4913-B270-2D4780356DAF},0.87677766613,0.04026281815
380,AFRO,GN,BROUWAL TAPE,PITA,MAMOU,GUINEA,GN001007003002000000,GN001007003000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.40790972000,10.99345357000,Brouwal Tape,Pita,Mamou,{6C77CC0C-5420-4D24-A95D-A2BC22AC616C},{A5AE1042-B5B2-4938-9B57-F94E87E10A4B},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},,{87AE4B66-BFBB-4F2C-89A1-C2B187C3BF5B},0.53769094714,0.01471419366
381,AFRO,GN,DAMARO,KEROUANE,KANKAN,GUINEA,GN001004002002000000,GN001004002000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.80158067000,9.11198568000,Damaro,Kerouane,Kankan,{8FA46A5F-718D-4056-B5E9-A9C6CBE13425},{BCD50737-7EDB-4FE1-B36E-71960F6F4500},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{20387306-28A0-452F-928B-8CC79A140DA5},0.84300610188,0.03207185878
382,AFRO,GN,DARALABE,LABE,LABE,GUINEA,GN001006002002000000,GN001006002000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.31890219000,11.22946760000,Daralabe,Labe,Labe,{B2260ECA-FE43-4C3B-A6A9-EF456A4F78F1},{FBC498FD-42BE-483E-AC92-5E3D411976AE},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{64488DB7-AF22-451C-A7BD-C5236E1E2366},0.38681433936,0.00787339563
383,AFRO,GN,DOGOMET,DABOLA,FARANAH,GUINEA,GN001003001005000000,GN001003001000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.40962090000,10.77854536000,Dogomet,Dabola,Faranah,{E36CC039-3F0D-4FA5-A8EE-98DD72BA6047},{8E2F5727-BCCF-434A-A01B-5FCCF877637A},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{8F183A18-55A0-42E9-AEB1-1C08F395AAF0},1.18337390246,0.04890134582
384,AFRO,GN,CISSELA,KOUROUSSA,KANKAN,GUINEA,GN001004003005000000,GN001004003000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.65957467000,10.90492398000,Cissela,Kouroussa,Kankan,{932789B7-3866-4AB7-AC80-844126639EF9},{6A3FFDD6-2F88-42E8-BD70-2B23ADD42F93},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{71CD9BB7-3AC0-4E9B-A37C-2962FB0D75D0},1.44507567050,0.09539924740
385,AFRO,GN,DABISS,BOKE,BOKE,GUINEA,GN001001002003000000,GN001001002000000000,GN001001000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-14.33436738000,11.34041330000,Dabiss,Boke,Boke,{7FD35C04-36B1-443B-B2D5-B4E8CF0ACCCE},{817C3D7B-887E-4C07-9739-30084F498A26},{E17F716C-DA1C-4212-8B52-8C9FBB65468B},{3740A605-5160-4F27-BD0D-D8F08466011A},,{B3C41990-2440-4345-A2A1-1EB9185498B8},2.82185852768,0.21374197717
386,AFRO,GN,DABOLA CTRE,DABOLA,FARANAH,GUINEA,GN001003001004000000,GN001003001000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.07327807000,10.78939888000,Dabola Centre,Dabola,Faranah,{17F41AAC-782C-4B4C-9A1B-1FFF4EBCB2DB},{8E2F5727-BCCF-434A-A01B-5FCCF877637A},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{57621F01-3060-4005-AF6D-CF66E1D59ACF},0.62345470512,0.01859274765
387,AFRO,GN,DALABA CTRE,DALABA,MAMOU,GUINEA,GN001007001002000000,GN001007001000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.26723580000,10.71346673000,Dalaba Centre,Dalaba,Mamou,{CC8651C5-F0D6-4248-905E-49F9D2AA75E0},{6639C07D-56B0-441C-A9D8-9985FC080957},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{931956F9-62FA-4F82-871C-BE9FE980BDD3},0.57649760411,0.01678035521
388,AFRO,GN,DALEIN,LABE,LABE,GUINEA,GN001006002001000000,GN001006002000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.29616522000,11.55027120000,Dalein,Labe,Labe,{5906CF47-F147-4E03-A856-10B5ED0D2C35},{FBC498FD-42BE-483E-AC92-5E3D411976AE},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{E31EB6DE-26B2-4361-B185-4360BF30E8A0},0.67881266634,0.02634670594
389,AFRO,GN,DARO,MACENTA,N'ZEREKORE,GUINEA,GN001008004004000000,GN001008004000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.60287643000,8.49267776000,Daro,Macenta,N'zerekore,{1CA0F77A-E8A9-460C-8A13-18AF50587951},{50356CF1-C47D-4369-B8B5-E4C203A09899},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{B6CB158C-12CA-420F-8D7C-2C5A929E0284},0.87670278234,0.02378938951
390,AFRO,GN,DIALAKORO,DINGUIRAYE,FARANAH,GUINEA,GN001003002002000000,GN001003002000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.08032627000,11.01834129000,Dialakoro,Dinguiraye,Faranah,{A57478FE-6FC4-4E9E-BC2A-0FDA0B357F82},{D1431D0B-2088-4D15-890B-2021A52635F4},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{83EED8DC-92CB-4C2A-A1E8-4A39A3187C93},0.61989621682,0.02283402968
391,AFRO,GN,DIALOKORO,MANDIANA,KANKAN,GUINEA,GN001004004002000000,GN001004004000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.84379829000,11.36131175000,Dialokoro,Mandiana,Kankan,{21F51178-6EA3-4C1E-9E99-A4F5AA2664EC},{5FE6EEFE-756C-42FD-A228-6AC002879C97},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{65E8CFF2-568A-4A13-BD6B-66A19389D92F},1.75422199270,0.11355071122
392,AFRO,GN,DIARAGUERELA,BEYLA,N'ZEREKORE,GUINEA,GN001008001003000000,GN001008001000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.41525779000,8.57273923000,Diaraguerela,Beyla,N'zerekore,{088E1BC9-04C2-411E-A78C-E7F05D255E78},{516C366D-1299-4AF3-BA22-96E9C19D3EE1},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{F279D270-B723-4788-9F0A-200C54175CB5},1.49539278348,0.09071039699
393,AFRO,GN,DIARI,LABE,LABE,GUINEA,GN001006002003000000,GN001006002000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.50950086000,11.36623393000,Diari,Labe,Labe,{82DFAFC1-6F45-4353-BF53-B968328E4054},{FBC498FD-42BE-483E-AC92-5E3D411976AE},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{5DEBB90F-AEF8-41FB-A9A1-C8DEA7F5314A},0.56457745068,0.01623538627
394,AFRO,GN,DIASSODOU,BEYLA,N'ZEREKORE,GUINEA,GN001008001004000000,GN001008001000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.34334090000,9.15234997000,Diassodou,Beyla,N'zerekore,{D5E7B952-9687-4B24-97EB-6E3318D4B618},{516C366D-1299-4AF3-BA22-96E9C19D3EE1},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{47C68C37-79A1-4B86-A69B-04DAA27EDD02},0.87357227301,0.04971705825
395,AFRO,GN,DIATIFERE,DINGUIRAYE,FARANAH,GUINEA,GN001003002003000000,GN001003002000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.68937954000,11.77789800000,Diatifere,Dinguiraye,Faranah,{8C7E1CA2-B515-4477-A17F-D672C4F06DEF},{D1431D0B-2088-4D15-890B-2021A52635F4},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{B3616166-271C-4271-B6A4-AF4770E464B9},1.60160238780,0.11921563774
396,AFRO,GN,DIECKE,YOMOU,N'ZEREKORE,GUINEA,GN001008006005000000,GN001008006000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.93512709000,7.38571107000,Diecke,Yomou,N'zerekore,{C15E7B15-42F1-4130-9499-C97C26B70EC3},{24332CC8-9139-4B3D-9505-F3EB5F3F8B21},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{D56B500A-CA51-4AE8-909F-92F3B3445A05},1.26080301857,0.06102827884
397,AFRO,GN,DINGUIRAYE CTRE,DINGUIRAYE,FARANAH,GUINEA,GN001003002004000000,GN001003002000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.64546388000,11.36204664000,Dinguiraye Centre,Dinguiraye,Faranah,{9FE520E5-570E-4140-9082-CAB97D80252E},{D1431D0B-2088-4D15-890B-2021A52635F4},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{A2837CC8-992F-4B7D-B4CD-E860AFB0BCA5},1.98319128077,0.15826830918
398,AFRO,GN,DIONFO,LABE,LABE,GUINEA,GN001006002004000000,GN001006002000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.06351602000,11.33791127000,Dionfo,Labe,Labe,{474918E7-D7F3-4E16-8EAA-C2B6D010B008},{FBC498FD-42BE-483E-AC92-5E3D411976AE},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{66E344DF-9FE0-4CE5-887F-1E9E093CF7A9},0.40264910879,0.00777241424
399,AFRO,GN,DIONTOU,LELOUMA,LABE,GUINEA,GN001006003002000000,GN001006003000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.52526603000,11.50782943000,Diontou,Lelouma,Labe,{605CA6C9-5E34-408F-A37A-44655F7A250F},{F964B398-9DF1-4D68-947B-2A90C0D1C060},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{30B4FFDE-B439-4D86-A274-BAA5987DCB28},0.52609925102,0.01227199499
400,AFRO,GN,DITINN,DALABA,MAMOU,GUINEA,GN001007001003000000,GN001007001000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.11704509000,10.88684599000,Ditinn,Dalaba,Mamou,{AC23C2AF-323E-48E0-A4C1-2270A133D476},{6639C07D-56B0-441C-A9D8-9985FC080957},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},,{AE47B3E7-1054-44D6-AC1E-4D7EC01B0758},0.67265717754,0.02372980324
401,AFRO,GN,DOKO,SIGUIRI,KANKAN,GUINEA,GN001004005002000000,GN001004005000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.98761192000,11.74915777000,Doko,Siguiri,Kankan,{F7E79D5E-5FAD-4DA6-AA21-D9DEC85EA120},{3D5505B6-E298-47E1-AF54-FA2554708C41},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{125AD8F6-EFAF-430A-B27C-D128FFFABA4D},1.62923106775,0.13357247333
402,AFRO,GN,DONGHOL SIGON,MALI,LABE,GUINEA,GN001006004002000000,GN001006004000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.18246285000,11.77905278000,Donghol Sigon,Mali,Labe,{61F563CD-BE16-4EC0-B56E-A032CE785C3E},{4E6E939E-02E0-44D9-A27B-C9273C8E309B},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{984960B8-3437-4249-93E8-76B03255DE83},0.78824244005,0.03400532113
403,AFRO,GN,DONGHOL TOUMA,PITA,MAMOU,GUINEA,GN001007003003000000,GN001007003000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.71056968000,10.99191498000,Donghol Touma,Pita,Mamou,{DD0D1999-E314-4049-BAF5-94F24104E7BF},{A5AE1042-B5B2-4938-9B57-F94E87E10A4B},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},,{2B319040-2226-4B49-B3D1-27113DDFCFBA},0.80191233741,0.02976164319
404,AFRO,GN,DOUAKO,KOUROUSSA,KANKAN,GUINEA,GN001004003006000000,GN001004003000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.08023984000,9.81991075000,Douako,Kouroussa,Kankan,{63A8FB43-DC05-44D8-8855-D7AD6FA2F96E},{6A3FFDD6-2F88-42E8-BD70-2B23ADD42F93},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{282E3D30-FAE9-4927-B5FB-778234FFBA94},2.51781616874,0.23526166443
405,AFRO,GN,DOUGOUNTOUNY,MALI,LABE,GUINEA,GN001006004003000000,GN001006004000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.55948793000,11.85441404000,Dougountouny,Mali,Labe,{AF097C5B-FA5F-43CA-8232-B93636407320},{4E6E939E-02E0-44D9-A27B-C9273C8E309B},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{08342DFF-D638-48AD-B864-20A39F07CC95},0.67695783456,0.02443226022
406,AFRO,GN,DOUNET,MAMOU,MAMOU,GUINEA,GN001007002002000000,GN001007002000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.95178996000,10.52632066000,Dounet,Mamou,Mamou,{33AF3FCB-3BB5-41C8-9249-A862078FCC68},{7F158D68-26AB-40BB-A7E8-ACACA46C512D},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},,{A7ADB2A1-C9B2-49E4-BCC2-EF646CF60A39},0.84019795523,0.03316314019
407,AFRO,GN,DOUPROU,BOFFA,BOKE,GUINEA,GN001001001002000000,GN001001001000000000,GN001001000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-14.32379473000,10.25591234000,Douprou,Boffa,Boke,{2858CCAC-2F4D-4759-A84D-3C5B1F0A1751},{827B436F-A63D-40F6-8C43-1E6AC0FA9C02},{E17F716C-DA1C-4212-8B52-8C9FBB65468B},{3740A605-5160-4F27-BD0D-D8F08466011A},,{1D7E0049-5A78-458C-9C13-88052AE14375},0.88737259160,0.02327657736
408,AFRO,GN,DOURA,KOUROUSSA,KANKAN,GUINEA,GN001004003007000000,GN001004003000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.65860453000,10.86502417000,Doura,Kouroussa,Kankan,{6C7CB5D4-F2AF-425A-9B83-37736C00F4D9},{6A3FFDD6-2F88-42E8-BD70-2B23ADD42F93},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{78EDAF30-F242-413B-A1D7-CF2D5D7CBC41},1.38777993937,0.05914073782
409,AFRO,GN,DUBREKA CTRE,DUBREKA,KINDIA,GUINEA,GN001005002002000000,GN001005002000000000,GN001005000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-13.47442591000,9.78761955000,Dubreka Centre,Dubreka,Kindia,{6047FA49-6E5C-4E56-96E5-558F3D573F76},{E0D3F2BD-1A8E-4C1A-80CF-047261E25813},{BBFD4A3D-C612-471F-BF12-72160A6E8997},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{CDD52855-7C02-4319-967B-E5F690E02C2C},0.58575884005,0.01266222105
410,AFRO,GN,FAFAYA,KOUBIA,LABE,GUINEA,GN001006001001000000,GN001006001000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.73666597000,11.78989504000,Fafaya,Koubia,Labe,{74F7D325-B0A9-485F-9C67-9B6C5363471E},{D29375BE-9AA5-4EB6-B335-84CAACC206C6},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{1B2FC0E8-4A31-4177-9991-59E3F72E6B63},0.94691364222,0.05475722192
411,AFRO,GN,FALESSADE,DUBREKA,KINDIA,GUINEA,GN001005002003000000,GN001005002000000000,GN001005000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-13.29135847000,10.11827316000,Falessade,Dubreka,Kindia,{E6A11771-ABE8-4BE6-8FEF-E972874641C0},{E0D3F2BD-1A8E-4C1A-80CF-047261E25813},{BBFD4A3D-C612-471F-BF12-72160A6E8997},{3740A605-5160-4F27-BD0D-D8F08466011A},,{F4694471-F9A5-41FF-8F68-065DE7DAEEF1},0.88171284598,0.03523063235
412,AFRO,GN,GBEREDOU BARANAMA,KANKAN,KANKAN,GUINEA,GN001004001004000000,GN001004001000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.54296075000,10.41921502000,Gberedou Baranama,Kankan,Kankan,{6625D02B-1E04-4B3E-A63B-2C1B4EB10E6E},{6B598816-7B2E-4A23-82BC-A2FB71A01E39},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{C2FBC0CA-901C-43CA-9E01-9D384812255E},1.10103475545,0.07080501823
413,AFRO,GN,FANGAMADOU,GUECKEDOU,N'ZEREKORE,GUINEA,GN001008002002000000,GN001008002000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.58961523000,8.45827143000,Fangamadou,Gueckedou,N'zerekore,{5A4A06D6-A10B-4C7F-801C-1B11FDC2186E},{8FCC5814-B006-4621-9E07-D746142ED00D},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{C2412FFA-88D0-4581-B5AD-30768FF2B4EC},0.96003339272,0.03067060403
414,AFRO,GN,FARALAKO,MANDIANA,KANKAN,GUINEA,GN001004004003000000,GN001004004000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.48843954000,10.66962417000,Faralako,Mandiana,Kankan,{080E5CF3-E439-45A7-9444-625EA8E84694},{5FE6EEFE-756C-42FD-A228-6AC002879C97},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{551555DF-D20F-48A1-9259-A1CC24591927},1.65470177862,0.10508310464
