OBJECTID,WHO_REGION,ISO_2_CODE,ADM4_NAME,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM4_CODE,ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,ISO_3_CODE,WHO_CODE,ADM4_ALTNA,ADM3_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM4_VIZ_N,ADM3_VIZ_N,ADM2_VIZ_N,ADM1_VIZ_N,GUID,ADM3_GUID,ADM2_GUID,ADM1_GUID,ADM0_GUID,NOTES,GlobalID,Shape_Leng,Shape_Area
1297,AFRO,SL,ALLEN TOWN I,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005001000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.16117351000,8.42342715000,Allen Town 1,East 3,Western Area Urban,Western Area,{57458482-5532-46B1-89EB-34EA41AD0919},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM4_VIZ_NAME: Updated Duplicate Number; ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{ECD35F21-0490-4FD7-A95D-9F9E4D7C4C76},0.10238758584,0.00031178644
1298,AFRO,SL,ALLEN TOWN II,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005002000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.15207173000,8.41226396000,Allen Town 2,East 3,Western Area Urban,Western Area,{B14FE053-0DCC-4E8C-A823-C40EF125EEDF},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM4_VIZ_NAME: Updated Duplicate Number; ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{3BD02BC1-BBD6-4944-AE0B-678C218C697B},0.16598788136,0.00076265532
1299,AFRO,SL,BOTTOM OKU,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005003000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.16463736000,8.45128006000,Bottom Oku,East 3,Western Area Urban,Western Area,{B884F747-A028-4BBE-8230-3C0680B2637D},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{F4F719CD-8E2A-4F2E-BCED-E4D6EB4E0506},0.03727587658,0.00007642596
1300,AFRO,SL,GRASS FIELD,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005006000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 360,,4,Member state,694,WCARO,-13.17833357000,8.46802165000,Grass Field,East 3,Western Area Urban,Western Area,{02A4C834-2846-43DF-B8EE-B85C7A881554},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{D6E16951-1F7A-4B5B-AAD3-FC49152C13C6},0.02959037983,0.00004973587
1301,AFRO,SL,LOWCOST HOUSING,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005015000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.18607611000,8.47042141000,Lowcost Housing,East 3,Western Area Urban,Western Area,{8FFEA08B-D0FF-49CC-9DF3-F77A2FCBB95D},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{43EDE90D-F4D1-4C1D-BE21-1AFDE22BB150},0.03234382403,0.00003810224
1302,AFRO,SL,KISSY BYE PASS I,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005010000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.20237406000,8.47936233000,Kissy Bye Pass 1,East 3,Western Area Urban,Western Area,{65C5E3F7-528F-4071-B4CF-F695546F65DE},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM4_VIZ_NAME: Updated Duplicate Number; ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{84B9A698-2C66-4036-A268-ABF9D3A85F10},0.06714913346,0.00010534190
1303,AFRO,SL,KISSY BYE PASS II,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005011000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 361,,4,Member state,694,WCARO,-13.18828882000,8.47613094000,Kissy Bye Pass 2,East 3,Western Area Urban,Western Area,{BFA905A6-2EDF-4BBB-870D-A63057D5B43F},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM4_VIZ_NAME: Updated Duplicate Number; ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{F71A5B22-F506-4575-ADEA-55E4A3C20BA7},0.07290221867,0.00012155475
1304,AFRO,SL,OLD WARF,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005019000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.15965382000,8.44494982000,Old Warf,East 3,Western Area Urban,Western Area,{D2712CE1-CDBD-4DFD-8F47-1A14FBC3AEB9},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{F206B127-5165-4721-8B3E-C8652A3D8714},0.05184243493,0.00010739972
1305,AFRO,LR,TONGBEYAH,YEALLEQUELLEH,BONG,BONG,LIBERIA,LR001002001011002000,LR001002001011000000,LR001002001000000000,LR001002000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-9.60578569000,6.68600727000,Tongbeyah,Yeallequelleh,Bong,Bong,{7DE7FF84-9C18-433C-87A7-F637D1A5C045},{5159CD95-90D8-4D9C-9D5D-FBC52C2B0D95},{2028113B-9DAE-49D0-AB36-0F00F4E3D4C1},{D52205B7-1D9F-404D-AB14-95757A1B6579},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{493B6874-3CAE-4FAC-99A0-8D3604178E79},0.44457723865,0.00824498451
1306,AFRO,LR,TOPOC-SUCHN,BARCLAYVILLE,GRAND KRU,GRAND KRU,LIBERIA,LR001007001001004000,LR001007001001000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-8.16415554000,4.67537350000,Topoc-Suchn,Barclayville,Grand Kru,Grand Kru,{6C47B814-C9E3-409C-94D3-E2F69F941564},{26A3719D-73E9-41CB-8658-2701C79407DE},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{039E35F2-E153-4F2B-8A4A-2C1BAAD5487C},0.43562830809,0.00637799999
1307,AFRO,LR,TRODY,SANQUIN DIST# 1,SINOE,SINOE,LIBERIA,LR001015001013003000,LR001015001013000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-9.25055159000,5.49196180000,Trody,Sanquin District 1,Sinoe,Sinoe,{237949A1-0EA7-4474-BA1E-7770CFD3473E},{84CEEB34-DDE4-4D7A-9F06-35C7F0DD1222},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM3_VIZ_NAME: Updated Duplicate Number,{A80FA511-E700-4AAF-9F68-137DF26A1AA4},0.58293326253,0.01246685949
1308,AFRO,LR,TUBMANVILLE,NEEKREEN,GRAND BASSA,GRAND BASSA,LIBERIA,LR001004001006009000,LR001004001006000000,LR001004001000000000,LR001004000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-9.87697342000,5.98623313000,Tubmanville,Neekreen,Grand Bassa,Grand Bassa,{C7C55FCD-AFC3-4DA3-997B-B19BCEFBF2C6},{1E0EC030-2B7F-452D-9279-EC5709E535C6},{2661EC85-877D-4855-B1E7-A6D183A708D1},{1C4FF96F-7964-40A4-A6CD-8E64F59A52E7},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{A67F94B1-2815-4B26-9780-DBD7E71F8D46},0.61630530004,0.01584936402
1309,AFRO,LR,TUO,SANQUIN DIST# 3,SINOE,SINOE,LIBERIA,LR001015001014006000,LR001015001014000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-9.33105056000,5.27395759000,Tuo,Sanquin District 3,Sinoe,Sinoe,{A848347D-599A-4EFE-A569-A8F006736B15},{E4356F5D-2543-4423-9F44-E58FC2DB48FC},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM3_VIZ_NAME: Updated Duplicate Number,{20FEA559-C5C4-4FDA-A163-659C73B65F45},0.25254491757,0.00276164746
1310,AFRO,LR,TUON,DUGBE RIVER,SINOE,SINOE,LIBERIA,LR001015001004017000,LR001015001004000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-8.73132786000,4.92296087000,Tuon,Dugbe River,Sinoe,Sinoe,{BA339DB2-A722-4A66-9654-18DA9C59472F},{33ED000D-DA26-4356-B260-7D8A9EF6C426},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{000AB503-A79C-4EBF-A991-F08028E55C85},0.14820277919,0.00074529165
1311,AFRO,LR,"Z600 BUZZI QUARTERS
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003134000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.79996121000,6.30288558000,"Buzzi Quarters
",Greater Monrovia,Montserrado,Montserrado,{781B5C06-145E-4D42-9695-665747D1F11C},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{8CBA9520-E568-48F1-91E0-22028310F20B},0.01967305458,0.00001432126
1312,AFRO,LR,"Z600 CAPITOL HILL
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003135000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.79706994000,6.29806497000,"Capitol Hill
",Greater Monrovia,Montserrado,Montserrado,{FF5E8995-1C36-42F6-A843-0207103A8A49},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{0911D979-BE85-4A8C-879A-5212A7C7D734},0.02459987968,0.00002473554
1313,AFRO,LR,"Z600 CROWN HILL
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003136000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.80035547000,6.31328183000,"Crown Hill
",Greater Monrovia,Montserrado,Montserrado,{279EAA6C-E1EB-415C-B466-33E22E8C9133},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{AE940F2E-51CB-4FE2-BDFA-0E0D792BFEE6},0.01676796645,0.00001185381
1314,AFRO,LR,"Z600 JALLAH TOWN
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003137000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.79402248000,6.29875048000,"Jallah Town
",Greater Monrovia,Montserrado,Montserrado,{03404ADF-0403-40C3-A265-6806935634AA},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{B3D30AA2-A320-4482-88AB-02E2AC13A9DA},0.02014638997,0.00001818153
1315,AFRO,LR,"Z600 MATERNITY COMMUNITY
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003138000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.79399093000,6.30347811000,"Maternity Community
",Greater Monrovia,Montserrado,Montserrado,{08F8E7F3-8566-466F-93E1-D295AA822515},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{0C8B2645-DBA3-412E-A8B4-505871CE0269},0.02432414615,0.00001387225
1316,AFRO,SL,PAMURONKO,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005020000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.15239063000,8.43399400000,Pamuronko,East 3,Western Area Urban,Western Area,{AFCBB123-741C-4AF7-831E-CE8B62EB81AA},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{74370957-0297-4015-9EFB-F509D897D66C},0.06304188809,0.00012977804
1317,AFRO,SL,PORTEE,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005021000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 355,,4,Member state,694,WCARO,-13.17410588000,8.46477504000,Portee,East 3,Western Area Urban,Western Area,{88B53AD8-6A50-48B8-881B-1E1A1837AEBA},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{DF4D65A5-8432-4AFA-8D7A-5D41BBBCE162},0.02441966410,0.00002927445
1318,AFRO,SL,ROKUPA,EAST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002005023000,SL001004002005000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 354,,4,Member state,694,WCARO,-13.17152908000,8.46033182000,Rokupa,East 3,Western Area Urban,Western Area,{EFD78757-3F1B-441F-A566-B71D34AD1366},{99D75131-B211-4C81-B650-7D6981B19182},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{52399BB4-849F-449B-8E89-060A0D7322CE},0.02448398749,0.00002908948
1319,AFRO,SL,COCKERILL-ABERDEEN CREEK,WEST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002008002000,SL001004002008000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.27520532000,8.46467965000,Cockerill-Aberdeen Creek,West 3,Western Area Urban,Western Area,{CB9BCDE7-A090-4C85-97F3-FD0E7401B3EA},{998C5F6B-B8E4-4F2A-BE99-B2877067C66F},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{66E35068-6EAD-4A20-BD68-71FE905052DC},0.05360365596,0.00006400544
1320,AFRO,SL,ASCENSION TOWN,WEST I,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002006001000,SL001004002006000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.24781993000,8.48347568000,Ascension Town,West 1,Western Area Urban,Western Area,{71437615-5CBC-4982-ADED-DB63763F8F21},{ECA7F3FC-F430-4A0C-AA44-DEB5DD91EE26},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{40CDC01D-779A-4172-A46A-64B44EBC78AA},0.02411851841,0.00002718506
1321,AFRO,SL,KINGTOM,WEST I,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002006003000,SL001004002006000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.24724465000,8.48886006000,Kingtom,West 1,Western Area Urban,Western Area,{5924DDA1-C0C4-488E-BC50-F9B3C699FE66},{ECA7F3FC-F430-4A0C-AA44-DEB5DD91EE26},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{9D142C3E-8ADC-4A2C-AB8D-F991FE43DEE3},0.03991125649,0.00007402498
1322,AFRO,SL,KROO TOWN,WEST I,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002006004000,SL001004002006000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 380,,4,Member state,694,WCARO,-13.24194270000,8.48189635000,Kroo Town,West 1,Western Area Urban,Western Area,{9B522988-693C-4728-B669-CEB257B4DDAF},{ECA7F3FC-F430-4A0C-AA44-DEB5DD91EE26},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{B4239271-DD19-4C4C-8A16-81A286E45531},0.02892087819,0.00003391641
1323,AFRO,SL,CONGO TOWN,WEST II,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002007003000,SL001004002007000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 383,,4,Member state,694,WCARO,-13.25503558000,8.48091792000,Congo Town,West 2,Western Area Urban,Western Area,{5C73EDC9-48DB-454F-ADE3-23BF6232C9C1},{3FAB7E5E-5888-4951-8492-99066254D0B3},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{A4D1E8F2-F21E-4973-8A32-927D560D0DB8},0.04202266883,0.00006713281
1324,AFRO,SL,COCKLE-BAY/COLLEGIATE,WEST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002008003000,SL001004002008000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.27237503000,8.48291930000,Cockle-Bay/Collegiate,West 3,Western Area Urban,Western Area,{8AA01308-8A12-483A-967F-5C240A16C786},{998C5F6B-B8E4-4F2A-BE99-B2877067C66F},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{EC0A3658-A129-4485-ACF4-0547BDD8615A},0.05562033920,0.00007983543
1325,AFRO,SL,ABERDEEN,WEST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002008001000,SL001004002008000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 392,,4,Member state,694,WCARO,-13.28488134000,8.48557752000,Aberdeen,West 3,Western Area Urban,Western Area,{E466DFF6-0F34-45F5-9013-0C6A7FC4B0B3},{998C5F6B-B8E4-4F2A-BE99-B2877067C66F},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{09585108-A326-45BE-A8D1-83E0E1479699},0.12582812190,0.00031974223
1326,AFRO,SL,JUBA/KANINGO,WEST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002008005000,SL001004002008000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.26604608000,8.44504866000,Juba/Kaningo,West 3,Western Area Urban,Western Area,{27E4A544-FC95-461B-9BA5-364B53235142},{998C5F6B-B8E4-4F2A-BE99-B2877067C66F},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{513C8D95-8799-4E1F-A402-9428AB575747},0.10405694083,0.00030492510
1327,AFRO,SL,LUMLEY,WEST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002008006000,SL001004002008000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 393,,4,Member state,694,WCARO,-13.26763026000,8.45875992000,Lumley,West 3,Western Area Urban,Western Area,{4A3F0A63-7EDF-48AC-94B9-68E46F245573},{998C5F6B-B8E4-4F2A-BE99-B2877067C66F},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{234FD380-1029-46DA-8617-45A0D08B20D6},0.08671702038,0.00019810846
1328,AFRO,SL,MURRAY TOWN,WEST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002008008000,SL001004002008000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,WARD 390,,4,Member state,694,WCARO,-13.26506182000,8.49041211000,Murray Town,West 3,Western Area Urban,Western Area,{7FEC5B3E-183A-4AE5-A3EE-4C50655718D6},{998C5F6B-B8E4-4F2A-BE99-B2877067C66F},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{B4E2C510-3398-4084-A5B8-E8E62D03682A},0.04920503516,0.00010742280
1329,AFRO,SL,PIPELINE/WILKINSON ROAD,WEST III,WESTERN AREA URBAN,WESTERN AREA,SIERRA LEONE,SL001004002008009000,SL001004002008000000,SL001004002000000000,SL001004000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-13.26963837000,8.47398620000,Pipeline/Wilkinson Road,West 3,Western Area Urban,Western Area,{3B03051F-28F7-42FE-9B33-428980E6DE81},{998C5F6B-B8E4-4F2A-BE99-B2877067C66F},{AF0629A9-26E3-4651-B322-4FD2E8241494},{1DEB469C-EEF2-4FE0-9330-A1817C40C40F},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Updated Duplicate Number; ADM2_VIZ_NAME: Updated Truncated Names,{21FD38F8-B86E-41CD-BC78-25C18A1BB944},0.08396121704,0.00014211711
